id,user_id,task_id,level,work_target,machine,material_spec,change_factor,goal,created_at
250,11,250,13,[職務カテゴリ: 工具管理・最適化 / 分類コード: 安全-I-10] 対象工程 L1-10: 安全管理・レベル13対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,表面粗さの悪化傾向,寸法公差±0.02mm以内、バリ発生抑制,2024-05-26T00:00:00Z
251,11,251,38,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 安全-I-11] 対象工程 L2-11: 安全管理・レベル38対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,複数工程での累積公差の影響,寸法公差±0.01mm維持、工具寿命30%向上,2024-05-26T00:00:00Z
252,4,252,58,[職務カテゴリ: 工具管理・最適化 / 分類コード: 安全-I-12] 対象工程 L3-12: 安全管理・レベル58対応,複合加工機（Mazak Integrex i-200）,超硬合金（WC-Co系、HRA 90以上）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-05-26T00:00:00Z
253,1,253,2,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 安全-I-13] 対象工程 L1-13: 安全管理・レベル2対応,汎用フライス盤（Mori Seiki NH-4000）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-05-29T00:00:00Z
254,10,254,7,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 安全-I-14] 対象工程 L1-14: 安全管理・レベル7対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,表面粗さの悪化傾向,Ra 3.2以下達成、外観品質向上,2024-05-29T00:00:00Z
255,1,255,45,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 安全-I-15] 対象工程 L3-15: 安全管理・レベル45対応,CNC研削盤（Studer S33）,超硬合金（WC-Co系、HRA 90以上）,微細形状加工での工具たわみ（径0.5mm以下）,5軸加工での形状精度±0.005mm達成,2024-05-29T00:00:00Z
256,16,256,31,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 安全-I-16] 対象工程 L2-16: 安全管理・レベル31対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,季節変動による熱変位（室温±5℃変化）,寸法公差±0.01mm維持、工具寿命30%向上,2024-05-31T00:00:00Z
257,12,257,4,[職務カテゴリ: 工具管理・最適化 / 分類コード: 安全-I-17] 対象工程 L1-17: 安全管理・レベル4対応,汎用フライス盤（Mori Seiki NH-4000）,S45C炭素鋼（一般用途）,加工開始後の寸法ばらつき発生,寸法公差±0.02mm以内、バリ発生抑制,2024-05-31T00:00:00Z
258,17,258,5,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 安全-I-18] 対象工程 L1-18: 安全管理・レベル5対応,汎用フライス盤（Mori Seiki NH-4000）,AISI 4340鋼材（標準グレード）,新規ロット材導入（ロット番号変更）,Ra 3.2以下達成、外観品質向上,2024-05-31T00:00:00Z
259,10,259,9,[職務カテゴリ: 測定・検査技術 / 分類コード: 安全-I-19] 対象工程 L1-19: 安全管理・レベル9対応,NC旋盤（Mazak QT-200）,S45C炭素鋼（一般用途）,表面粗さの悪化傾向,初品寸法公差内維持、不良率5%以下,2024-06-03T00:00:00Z
260,13,260,12,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 安全-I-20] 対象工程 L1-20: 安全管理・レベル12対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,加工開始後の寸法ばらつき発生,寸法公差±0.02mm以内、バリ発生抑制,2024-06-03T00:00:00Z
261,1,261,29,[職務カテゴリ: 工具管理・最適化 / 分類コード: 安全-I-21] 対象工程 L2-21: 安全管理・レベル29対応,NC旋盤（Okuma LB-3000）,Ti-6Al-4Vチタン合金（航空機用）,工具摩耗進行による寸法変動（500個加工後）,サイクルタイム20%短縮、品質維持,2024-06-03T00:00:00Z
262,15,262,27,[職務カテゴリ: 測定・検査技術 / 分類コード: 安全-I-22] 対象工程 L2-22: 安全管理・レベル27対応,NC旋盤（Okuma LB-3000）,NAK80プリハードン鋼（HRC 37-43）,季節変動による熱変位（室温±5℃変化）,熱変位補正による精度安定化（±0.005mm）,2024-06-06T00:00:00Z
263,12,263,1,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 安全-I-23] 対象工程 L1-23: 安全管理・レベル1対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,新規ロット材導入（ロット番号変更）,Ra 3.2以下達成、外観品質向上,2024-06-06T00:00:00Z
264,4,264,7,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 安全-I-24] 対象工程 L1-24: 安全管理・レベル7対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,新規ロット材導入（ロット番号変更）,寸法公差±0.02mm以内、バリ発生抑制,2024-06-06T00:00:00Z
265,19,265,5,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 安全-I-25] 対象工程 L1-25: 安全管理・レベル5対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-06-09T00:00:00Z
266,11,266,98,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 安全-I-26] 対象工程 L5-26: 安全管理・レベル98対応,ナノ精度加工機（Moore Nanotech 350FG）,ナノ結晶材料（粒径50nm以下、超高強度）,新材料の切削データベース不在（実験的加工）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-06-09T00:00:00Z
267,3,267,69,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 安全-I-27] 対象工程 L4-27: 安全管理・レベル69対応,5軸複合加工機（DMG Mori NTX-2000）,形状記憶合金（Ni-Ti系、医療機器用）,難削材加工での切削温度上昇（800℃超）,難削材加工での安定生産確立（工具寿命100個以上）,2024-06-09T00:00:00Z
268,14,268,7,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 安全-I-28] 対象工程 L1-28: 安全管理・レベル7対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,加工開始後の寸法ばらつき発生,寸法公差±0.02mm以内、バリ発生抑制,2024-06-11T00:00:00Z
269,11,269,8,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 安全-I-29] 対象工程 L1-29: 安全管理・レベル8対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,新規ロット材導入（ロット番号変更）,初品寸法公差内維持、不良率5%以下,2024-06-11T00:00:00Z
270,19,270,97,[職務カテゴリ: 切削・初品確認 / 分類コード: 安全-I-30] 対象工程 L5-30: 安全管理・レベル97対応,ナノ精度加工機（Moore Nanotech 350FG）,ナノ結晶材料（粒径50nm以下、超高強度）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-06-11T00:00:00Z
271,11,271,4,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 生産-J-01] 対象工程 L1-1: 生産管理・レベル4対応,NC旋盤（Mazak QT-200）,AISI 4340鋼材（標準グレード）,表面粗さの悪化傾向,Ra 3.2以下達成、外観品質向上,2024-06-11T00:00:00Z
272,19,272,14,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 生産-J-02] 対象工程 L1-2: 生産管理・レベル14対応,汎用フライス盤（Mori Seiki NH-4000）,AISI 4340鋼材（標準グレード）,新規ロット材導入（ロット番号変更）,初品寸法公差内維持、不良率5%以下,2024-06-11T00:00:00Z
273,20,273,22,[職務カテゴリ: 工具管理・最適化 / 分類コード: 生産-J-03] 対象工程 L2-3: 生産管理・レベル22対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,サイクルタイム20%短縮、品質維持,2024-06-11T00:00:00Z
274,20,274,76,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 生産-J-04] 対象工程 L4-4: 生産管理・レベル76対応,5軸複合加工機（DMG Mori NTX-2000）,窒化ケイ素セラミックス（Si3N4、高温用途）,ナノレベル精度要求（公差±0.001mm）,難削材加工での安定生産確立（工具寿命100個以上）,2024-06-13T00:00:00Z
275,20,275,5,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 生産-J-05] 対象工程 L1-5: 生産管理・レベル5対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,表面粗さの悪化傾向,寸法公差±0.02mm以内、バリ発生抑制,2024-06-13T00:00:00Z
276,17,276,25,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 生産-J-06] 対象工程 L2-6: 生産管理・レベル25対応,研削盤（Toyoda GE4P）,NAK80プリハードン鋼（HRC 37-43）,複数工程での累積公差の影響,サイクルタイム20%短縮、品質維持,2024-06-13T00:00:00Z
277,3,277,48,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 生産-J-07] 対象工程 L3-7: 生産管理・レベル48対応,複合加工機（Mazak Integrex i-200）,炭素繊維強化プラスチック（CFRP、積層構造）,微細形状加工での工具たわみ（径0.5mm以下）,高硬度材加工での工具寿命確保（200個以上）,2024-06-14T00:00:00Z
278,16,278,73,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 生産-J-08] 対象工程 L4-8: 生産管理・レベル73対応,5軸複合加工機（DMG Mori NTX-2000）,窒化ケイ素セラミックス（Si3N4、高温用途）,難削材加工での切削温度上昇（800℃超）,ナノ精度加工の実現（公差±0.001mm）,2024-06-14T00:00:00Z
279,20,279,27,[職務カテゴリ: 工具管理・最適化 / 分類コード: 生産-J-09] 対象工程 L2-9: 生産管理・レベル27対応,NC旋盤（Okuma LB-3000）,NAK80プリハードン鋼（HRC 37-43）,工具摩耗進行による寸法変動（500個加工後）,サイクルタイム20%短縮、品質維持,2024-06-14T00:00:00Z
280,12,280,37,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 生産-J-10] 対象工程 L2-10: 生産管理・レベル37対応,マシニングセンタ（DMG Mori NVX-5000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,複数工程での累積公差の影響,寸法公差±0.01mm維持、工具寿命30%向上,2024-06-15T00:00:00Z
281,8,281,18,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 生産-J-11] 対象工程 L1-11: 生産管理・レベル18対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,表面粗さの悪化傾向,初品寸法公差内維持、不良率5%以下,2024-06-15T00:00:00Z
282,19,282,80,[職務カテゴリ: 測定・検査技術 / 分類コード: 生産-J-12] 対象工程 L4-12: 生産管理・レベル80対応,ワイヤー放電加工機（Sodick AQ327L）,形状記憶合金（Ni-Ti系、医療機器用）,複雑形状での工具干渉リスク（5軸加工）,複雑5軸加工の無人化運転達成,2024-06-15T00:00:00Z
283,10,283,87,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 生産-J-13] 対象工程 L5-13: 生産管理・レベル87対応,ナノ精度加工機（Moore Nanotech 350FG）,傾斜機能材料（FGM、熱遮蔽コーティング用）,極限環境での加工条件最適化（真空中・極低温）,極限環境加工技術の開発と実用化,2024-06-17T00:00:00Z
284,5,284,82,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 生産-J-14] 対象工程 L5-14: 生産管理・レベル82対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,新材料の切削データベース不在（実験的加工）,極限環境加工技術の開発と実用化,2024-06-17T00:00:00Z
285,11,285,23,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 生産-J-15] 対象工程 L2-15: 生産管理・レベル23対応,NC旋盤（Okuma LB-3000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,複数工程での累積公差の影響,サイクルタイム20%短縮、品質維持,2024-06-17T00:00:00Z
286,1,286,5,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 生産-J-16] 対象工程 L1-16: 生産管理・レベル5対応,汎用フライス盤（Mori Seiki NH-4000）,S45C炭素鋼（一般用途）,表面粗さの悪化傾向,初品寸法公差内維持、不良率5%以下,2024-06-18T00:00:00Z
287,17,287,51,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 生産-J-17] 対象工程 L3-17: 生産管理・レベル51対応,5軸マシニングセンタ（DMG Mori DMU-50）,Inconel 718耐熱合金（航空機エンジン部品用）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-06-18T00:00:00Z
288,16,288,47,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 生産-J-18] 対象工程 L3-18: 生産管理・レベル47対応,5軸マシニングセンタ（DMG Mori DMU-50）,炭素繊維強化プラスチック（CFRP、積層構造）,高硬度材加工での工具寿命短縮（通常の1/3）,微細形状の寸法精度±0.002mm確保,2024-06-18T00:00:00Z
289,17,289,93,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 生産-J-19] 対象工程 L5-19: 生産管理・レベル93対応,ナノ精度加工機（Moore Nanotech 350FG）,傾斜機能材料（FGM、熱遮蔽コーティング用）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-06-19T00:00:00Z
290,4,290,60,[職務カテゴリ: 工具管理・最適化 / 分類コード: 生産-J-20] 対象工程 L3-20: 生産管理・レベル60対応,5軸マシニングセンタ（DMG Mori DMU-50）,炭素繊維強化プラスチック（CFRP、積層構造）,微細形状加工での工具たわみ（径0.5mm以下）,高硬度材加工での工具寿命確保（200個以上）,2024-06-19T00:00:00Z
291,14,291,58,[職務カテゴリ: 工具管理・最適化 / 分類コード: 生産-J-21] 対象工程 L3-21: 生産管理・レベル58対応,複合加工機（Mazak Integrex i-200）,超硬合金（WC-Co系、HRA 90以上）,多軸同時加工での振動発生（固有振動数励起）,高硬度材加工での工具寿命確保（200個以上）,2024-06-19T00:00:00Z
292,10,292,12,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 生産-J-22] 対象工程 L1-22: 生産管理・レベル12対応,汎用フライス盤（Mori Seiki NH-4000）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,寸法公差±0.02mm以内、バリ発生抑制,2024-06-21T00:00:00Z
293,11,293,64,[職務カテゴリ: 工具管理・最適化 / 分類コード: 生産-J-23] 対象工程 L4-23: 生産管理・レベル64対応,ワイヤー放電加工機（Sodick AQ327L）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,難削材加工での切削温度上昇（800℃超）,ナノ精度加工の実現（公差±0.001mm）,2024-06-21T00:00:00Z
294,11,294,43,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 生産-J-24] 対象工程 L3-24: 生産管理・レベル43対応,5軸マシニングセンタ（DMG Mori DMU-50）,炭素繊維強化プラスチック（CFRP、積層構造）,多軸同時加工での振動発生（固有振動数励起）,高硬度材加工での工具寿命確保（200個以上）,2024-06-21T00:00:00Z
295,1,295,64,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 生産-J-25] 対象工程 L4-25: 生産管理・レベル64対応,ワイヤー放電加工機（Sodick AQ327L）,窒化ケイ素セラミックス（Si3N4、高温用途）,複雑形状での工具干渉リスク（5軸加工）,ナノ精度加工の実現（公差±0.001mm）,2024-06-22T00:00:00Z
296,12,296,11,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 生産-J-26] 対象工程 L1-26: 生産管理・レベル11対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,新規ロット材導入（ロット番号変更）,Ra 3.2以下達成、外観品質向上,2024-06-22T00:00:00Z
297,18,297,20,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 生産-J-27] 対象工程 L1-27: 生産管理・レベル20対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,表面粗さの悪化傾向,Ra 3.2以下達成、外観品質向上,2024-06-22T00:00:00Z
298,14,298,82,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 生産-J-28] 対象工程 L5-28: 生産管理・レベル82対応,超高速マシニングセンタ（Makino D500）,ナノ結晶材料（粒径50nm以下、超高強度）,極限環境での加工条件最適化（真空中・極低温）,新材料加工プロセスの確立と標準化,2024-06-25T00:00:00Z
299,19,299,89,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 生産-J-29] 対象工程 L5-29: 生産管理・レベル89対応,超高速マシニングセンタ（Makino D500）,ナノ結晶材料（粒径50nm以下、超高強度）,新材料の切削データベース不在（実験的加工）,極限環境加工技術の開発と実用化,2024-06-25T00:00:00Z
300,19,300,60,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 生産-J-30] 対象工程 L3-30: 生産管理・レベル60対応,5軸マシニングセンタ（DMG Mori DMU-50）,Inconel 718耐熱合金（航空機エンジン部品用）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-06-25T00:00:00Z
