id,name,user_id,task_id,task_type,category,pattern,frequency,accuracy,impact_score,last_seen,created_at,updated_at
5741,成功要因パターン_達成率5%,8,5741,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 1, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",13,0.623,0.457,2025-09-04T04:00:00Z,2025-09-03T00:00:00Z,2025-09-03T00:00:00Z
5742,時間管理パターン_最適化L2,8,5742,production_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 2, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",18,0.666,0.643,2025-09-07T17:00:00Z,2025-09-06T00:00:00Z,2025-09-06T00:00:00Z
5743,作業リズムパターン_効率15%,8,5743,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 3, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",21,0.68,0.66,2025-09-09T05:00:00Z,2025-09-09T00:00:00Z,2025-09-09T00:00:00Z
5744,成功要因パターン_達成率20%,8,5744,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 4, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",28,0.677,0.678,2025-09-12T13:00:00Z,2025-09-12T00:00:00Z,2025-09-12T00:00:00Z
5745,作業リズムパターン_効率25%,8,5745,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 5, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",21,0.703,0.691,2025-09-16T04:00:00Z,2025-09-15T00:00:00Z,2025-09-15T00:00:00Z
5746,作業リズムパターン_効率30%,8,5746,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 6, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",32,0.768,0.57,2025-09-19T03:00:00Z,2025-09-18T00:00:00Z,2025-09-18T00:00:00Z
5747,時間管理パターン_最適化L7,8,5747,production_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 7, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",41,0.761,0.728,2025-09-22T03:00:00Z,2025-09-21T00:00:00Z,2025-09-21T00:00:00Z
5748,成功要因パターン_達成率40%,8,5748,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 8, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",44,0.764,0.659,2025-09-25T15:00:00Z,2025-09-24T00:00:00Z,2025-09-24T00:00:00Z
5749,作業リズムパターン_効率45%,8,5749,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 9, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",40,0.81,0.806,2025-09-27T15:00:00Z,2025-09-27T00:00:00Z,2025-09-27T00:00:00Z
5750,作業リズムパターン_効率50%,8,5750,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 10, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",39,0.892,0.706,2025-09-30T17:00:00Z,2025-09-30T00:00:00Z,2025-09-30T00:00:00Z
5751,時間管理パターン_最適化L11,8,5751,production_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 11, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",42,0.85,0.777,2025-10-03T09:00:00Z,2025-10-03T00:00:00Z,2025-10-03T00:00:00Z
5752,時間管理パターン_最適化L12,8,5752,production_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 12, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",48,0.876,0.814,2025-10-06T04:00:00Z,2025-10-06T00:00:00Z,2025-10-06T00:00:00Z
5753,成功要因パターン_達成率65%,8,5753,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 13, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",50,0.901,0.866,2025-10-09T09:00:00Z,2025-10-09T00:00:00Z,2025-10-09T00:00:00Z
5754,成功要因パターン_達成率70%,8,5754,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 14, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",58,0.959,0.862,2025-10-13T11:00:00Z,2025-10-12T00:00:00Z,2025-10-12T00:00:00Z
5755,エラー傾向パターン_頻度5,8,5755,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 15, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",65,0.931,0.84,2025-10-15T13:00:00Z,2025-10-15T00:00:00Z,2025-10-15T00:00:00Z
5756,作業リズムパターン_効率80%,8,5756,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 16, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",60,0.967,0.802,2025-10-18T05:00:00Z,2025-10-18T00:00:00Z,2025-10-18T00:00:00Z
5757,作業リズムパターン_効率85%,8,5757,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 17, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",71,1.0,0.916,2025-10-22T07:00:00Z,2025-10-21T00:00:00Z,2025-10-21T00:00:00Z
5758,成功要因パターン_達成率90%,8,5758,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 18, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",73,1.0,0.854,2025-10-24T03:00:00Z,2025-10-24T00:00:00Z,2025-10-24T00:00:00Z
5759,成功要因パターン_達成率95%,8,5759,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 19, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",72,1.0,1.0,2025-10-27T23:00:00Z,2025-10-27T00:00:00Z,2025-10-27T00:00:00Z
5760,実践力型学習パターン_L20,8,5760,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 20, ""coefficient"": ""実践力"", ""task_type"": ""production_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",78,1.0,1.0,2025-10-30T18:00:00Z,2025-10-30T00:00:00Z,2025-10-30T00:00:00Z
5761,成功要因パターン_達成率5%,9,5761,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 1, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",16,0.593,0.496,2025-09-06T16:00:00Z,2025-09-05T00:00:00Z,2025-09-05T00:00:00Z
5762,分析力型学習パターン_L2,9,5762,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 2, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",11,0.694,0.517,2025-09-08T23:00:00Z,2025-09-08T00:00:00Z,2025-09-08T00:00:00Z
5763,作業リズムパターン_効率15%,9,5763,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 3, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",14,0.717,0.649,2025-09-12T10:00:00Z,2025-09-11T00:00:00Z,2025-09-11T00:00:00Z
5764,作業リズムパターン_効率20%,9,5764,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 4, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",26,0.728,0.653,2025-09-14T08:00:00Z,2025-09-14T00:00:00Z,2025-09-14T00:00:00Z
5765,作業リズムパターン_効率25%,9,5765,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 5, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",25,0.742,0.615,2025-09-17T20:00:00Z,2025-09-17T00:00:00Z,2025-09-17T00:00:00Z
5766,時間管理パターン_最適化L6,9,5766,production_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 6, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",26,0.767,0.703,2025-09-21T09:00:00Z,2025-09-20T00:00:00Z,2025-09-20T00:00:00Z
5767,エラー傾向パターン_頻度13,9,5767,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 7, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",36,0.794,0.667,2025-09-23T18:00:00Z,2025-09-23T00:00:00Z,2025-09-23T00:00:00Z
5768,エラー傾向パターン_頻度12,9,5768,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 8, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",33,0.834,0.716,2025-09-26T04:00:00Z,2025-09-26T00:00:00Z,2025-09-26T00:00:00Z
5769,エラー傾向パターン_頻度11,9,5769,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 9, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",42,0.788,0.654,2025-09-29T18:00:00Z,2025-09-29T00:00:00Z,2025-09-29T00:00:00Z
5770,分析力型学習パターン_L10,9,5770,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 10, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",40,0.857,0.793,2025-10-03T22:00:00Z,2025-10-02T00:00:00Z,2025-10-02T00:00:00Z
5771,エラー傾向パターン_頻度9,9,5771,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 11, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",48,0.867,0.819,2025-10-05T17:00:00Z,2025-10-05T00:00:00Z,2025-10-05T00:00:00Z
5772,分析力型学習パターン_L12,9,5772,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 12, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",55,0.906,0.776,2025-10-10T00:00:00Z,2025-10-08T00:00:00Z,2025-10-08T00:00:00Z
5773,成功要因パターン_達成率65%,9,5773,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 13, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",58,0.927,0.825,2025-10-12T11:00:00Z,2025-10-11T00:00:00Z,2025-10-11T00:00:00Z
5774,エラー傾向パターン_頻度6,9,5774,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 14, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",60,0.944,0.925,2025-10-15T03:00:00Z,2025-10-14T00:00:00Z,2025-10-14T00:00:00Z
5775,分析力型学習パターン_L15,9,5775,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 15, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",56,0.932,0.873,2025-10-18T20:00:00Z,2025-10-17T00:00:00Z,2025-10-17T00:00:00Z
5776,分析力型学習パターン_L16,9,5776,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 16, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",65,1.0,0.904,2025-10-21T07:00:00Z,2025-10-20T00:00:00Z,2025-10-20T00:00:00Z
5777,作業リズムパターン_効率85%,9,5777,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 17, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",68,0.997,0.932,2025-10-24T09:00:00Z,2025-10-23T00:00:00Z,2025-10-23T00:00:00Z
5778,エラー傾向パターン_頻度2,9,5778,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 18, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",62,1.0,0.991,2025-10-26T20:00:00Z,2025-10-26T00:00:00Z,2025-10-26T00:00:00Z
5779,成功要因パターン_達成率95%,9,5779,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 19, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",66,1.0,1.0,2025-10-31T00:00:00Z,2025-10-29T00:00:00Z,2025-10-29T00:00:00Z
5780,作業リズムパターン_効率100%,9,5780,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 20, ""coefficient"": ""分析力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",71,1.0,1.0,2025-11-01T23:00:00Z,2025-11-01T00:00:00Z,2025-11-01T00:00:00Z
5781,創造力型学習パターン_L1,10,5781,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 1, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",19,0.636,0.454,2025-09-08T08:00:00Z,2025-09-07T00:00:00Z,2025-09-07T00:00:00Z
5782,作業リズムパターン_効率10%,10,5782,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 2, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",22,0.662,0.5,2025-09-11T04:00:00Z,2025-09-10T00:00:00Z,2025-09-10T00:00:00Z
5783,創造力型学習パターン_L3,10,5783,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 3, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",25,0.683,0.549,2025-09-13T07:00:00Z,2025-09-13T00:00:00Z,2025-09-13T00:00:00Z
5784,時間管理パターン_最適化L4,10,5784,production_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 4, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",30,0.713,0.621,2025-09-16T07:00:00Z,2025-09-16T00:00:00Z,2025-09-16T00:00:00Z
5785,作業リズムパターン_効率25%,10,5785,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 5, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",20,0.766,0.71,2025-09-20T14:00:00Z,2025-09-19T00:00:00Z,2025-09-19T00:00:00Z
5786,エラー傾向パターン_頻度14,10,5786,production_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 6, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",24,0.739,0.71,2025-09-22T08:00:00Z,2025-09-22T00:00:00Z,2025-09-22T00:00:00Z
5787,作業リズムパターン_効率35%,10,5787,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 7, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",38,0.744,0.743,2025-09-26T00:00:00Z,2025-09-25T00:00:00Z,2025-09-25T00:00:00Z
5788,創造力型学習パターン_L8,10,5788,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 8, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",33,0.77,0.769,2025-09-29T15:00:00Z,2025-09-28T00:00:00Z,2025-09-28T00:00:00Z
5789,成功要因パターン_達成率45%,10,5789,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 9, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",37,0.858,0.763,2025-10-01T04:00:00Z,2025-10-01T00:00:00Z,2025-10-01T00:00:00Z
5790,作業リズムパターン_効率50%,10,5790,production_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 10, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",49,0.832,0.707,2025-10-04T13:00:00Z,2025-10-04T00:00:00Z,2025-10-04T00:00:00Z
5791,時間管理パターン_最適化L11,10,5791,production_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 11, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",38,0.92,0.679,2025-10-08T14:00:00Z,2025-10-07T00:00:00Z,2025-10-07T00:00:00Z
5792,成功要因パターン_達成率60%,10,5792,production_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 12, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",46,0.88,0.859,2025-10-11T22:00:00Z,2025-10-10T00:00:00Z,2025-10-10T00:00:00Z
5793,創造力型学習パターン_L13,10,5793,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 13, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",59,0.956,0.735,2025-10-14T04:00:00Z,2025-10-13T00:00:00Z,2025-10-13T00:00:00Z
5794,創造力型学習パターン_L14,10,5794,production_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 14, ""coefficient"": ""創造力"", ""task_type"": ""production_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",57,0.992,0.857,2025-10-16T15:00:00Z,2025-10-16T00:00:00Z,2025-10-16T00:00:00Z
